,Original Word (Input), Modernized Word (Ground Truth),Naive Baseline,Model Prediction
49364,y,y,y,y
49365,aier,ayer,ayer,haer
49366,su,su,su,su
49367,a,a,a,a
49368,de,de,de,de
49369,y,y,y,y
49370,d,de,de,de
49371,mano,mano,mano,mano
49372,me,me,me,me
49373,procedencia,procedencia,अ,procedencia
49374,a,a,a,a
49375,el,él,el,el
49376,que,que,que,que
49377,duelen,duelen,duelen,duelen
49378,dios,traído,dios,trado
49379,a,a,a,a
49380,que,que,que,que
49381,muchos,muchos,muchos,muchos
49382,de,de,de,de
49383,yo,yo,yo,yo
49384,me,me,me,me
49385,de,de,de,de
49386,q,lo,que,lo
49387,tato,tanto,tanto,tanto
49388,que,que,que,que
49389,estremos,extremos,अ,extremos
49390,benir,venir,venir,venir
49391,las,las,las,las
49392,cunple,cumple,cumple,cumple
49393,escribays,escribáis,अ,escribis
49394,asy,así,así,as
49395,vs,vsa,vsa,vsa
49396,margarita,margarita,margarita,margarita
49397,del,del,del,del
49398,soy,soy,soy,soy
49399,qe,que,que,que
49400,padre,padre,padre,padre
49401,los,los,los,los
49402,que,que,que,que
49403,de,de,de,de
49404,por,por,por,por
49405,medio,medio,medio,medio
49406,que,que,que,que
49407,se,no,se,no
49408,dn,don,don,don
49409,esta,ésta,esta,esta
49410,la,por,la,por
49411,todas,todas,todas,todas
49412,capn,capellán,capellán,capelln
49413,enajeno,enajenó,अ,enajen
49414,tiene,tiene,tiene,tiene
49415,ds,dios,dios,dios
49416,aqui,aquí,aquí,aqu
49417,a,a,a,a
49418,muchas,muchas,muchas,muchas
49419,el,el,el,el
49420,que,que,que,que
49421,de,de,de,de
49422,vmd,vm,vm,vm
49423,prisa,prisa,prisa,prisa
49424,como,como,como,como
49425,q,que,que,que
49426,tengo,tengo,tengo,tengo
49427,d,de,de,de
49428,como,como,como,como
49429,beso,beso,beso,veso
49430,ti,ti,ti,ti
49431,q,que,que,que
49432,podemos,podemos,podemos,podemos
49433,y,y,y,y
49434,sras,señoras,señoras,señoras
49435,venir,venir,venir,venir
49436,en,en,en,en
49437,ssino,sino,sino,sino
49438,de,de,de,de
49439,quedanseme,quédanseme,अ,quedanseme
49440,arduo,arduo,अ,arduo
49441,pudyese,pudiese,अ,pudiese
49442,de,de,de,de
49443,e,excelencia,he,excelencia
49444,el,el,el,el
49445,saber,saber,saber,saber
49446,yhusen,yhesús,yhesús,yhess
49447,a,a,a,a
49448,agora,ahora,ahora,ahora
49449,la,la,la,la
49450,quiero,como,quiero,como
49451,bue,buen,vuestra,buen
49452,se,se,se,se
49453,md,merced,merced,merced
49454,es,es,es,es
49455,podemos,podemos,podemos,podemos
49456,1588franco,1588francisco,अ,16francisco
49457,de,de,de,de
49458,y,castañeda,y,castañeda
49459,no,época,no,mpoca
49460,singulares,singulares,singulares,singulares
49461,libras,libras,libras,libras
49462,desconsuelo,desconsuelo,desconsuelo,desconsuelo
49463,pues,persiga,pues,persiga
49464,que,que,que,que
49465,u,usted,usted,usted
49466,hacienda,hacienda,hacienda,hacienda
49467,nobienbre,noviembre,noviembre,noviembre
49468,pido,le,pido,le
49469,para,para,para,para
49470,aborrecimto,aborrecimiento,अ,aaorrecimiento
49471,se,se,se,se
49472,contra,contra,contra,contra
49473,espero,lo,espero,lo
49474,di,di,di,di
49475,las,las,las,las
49476,asi,así,así,as
49477,y,y,y,y
49478,le,le,le,le
49479,avere,haber,अ,haber
49480,yo,yo,yo,yo
49481,carta,carta,carta,carta
49482,asi,y,así,y
49483,conducta,conducta,conducta,conducta
49484,a,a,a,a
49485,dios,dios,dios,dios
49486,factura,una,correspondiente,una
49487,esa,ésa,esa,esa
49488,muguer,mujer,mujer,mujer
49489,ser,ser,ser,ser
49490,no,no,no,no
49491,lo,lo,lo,lo
49492,falta,falta,falta,falta
49493,dio,dio,dio,dio
49494,frejo,frejo,frejo,frejo
49495,medio,medio,medio,medio
49496,de,de,de,de
49497,ajeno,ajeno,अ,ajeno
49498,para,para,para,para
49499,de,menos,de,menos
49500,se,se,se,se
49501,qe,que,que,que
49502,me,me,me,me
49503,si,si,si,si
49504,el,el,el,el
49505,las,las,las,las
49506,ruan,de,अ,de
49507,tengo,tengo,tengo,tengo
49508,vm,vm,vm,vm
49509,prepara,prepara,prepara,prepara
49510,de,de,de,de
49511,abisar,avisar,avisar,avisar
49512,ternian,tenían,अ,tenan
49513,que,que,que,que
49514,al,al,al,al
49515,q,que,que,que
49516,y,y,y,y
49517,q,que,que,que
49518,haora,y,ahora,y
49519,ellos,ellos,ellos,ellos
49520,a,junio,a,junio
49521,era,era,era,era
49522,de,de,de,de
49523,una,una,una,una
49524,su,su,su,su
49525,dale,dale,dale,dale
49526,dar,dar,dar,dar
49527,noble,noble,noble,novle
49528,sentir,sentir,sentir,sentir
49529,esttos,éstos,estos,sstos
49530,dyze,dice,dice,dice
49531,la,la,la,la
49532,esos,esos,esos,esos
49533,dn,don,don,don
49534,la,la,la,la
49535,su,su,su,su
49536,con,con,con,con
49537,el,el,el,el
49538,de,de,de,de
49539,puedo,puedo,puedo,puedo
49540,mexco,méxico,méxico,mejico
49541,junio,junio,junio,junio
49542,dos,dos,dos,dos
49543,mas,más,más,mas
49544,tan,tan,tan,tan
49545,lo,lo,lo,lo
49546,a,a,a,a
49547,sepe,y,de,y
49548,casado,casado,casado,casado
49549,otra,ocurre,otra,ocurre
49550,algo,algo,algo,algo
49551,que,que,que,que
49552,que,que,que,que
49553,de,de,de,de
49554,querido,querido,querido,querido
49555,palabrita,palabrita,अ,palabrita
49556,años,años,años,años
49557,naze,nace,aquí,nace
49558,guiare,guiare,अ,guiare
49559,ribadeneiramuy,rivadeneiramuy,अ,ribadeneiramuy
49560,estimare,estimaré,estimaré,estimar
49561,sor,señor,señor,señor
49562,que,que,que,que
49563,billafrechos,de,अ,de
49564,pedaços,pedazos,pedazos,pedazos
49565,voluntad,voluntad,voluntad,voluntad
49566,pressenttase,presentase,अ,presentase
49567,nada,nada,nada,nada
49568,orden,orden,orden,orden
49569,si,si,si,si
49570,me,me,me,me
49571,su,recibí,su,recib
49572,juro,juro,juro,juro
49573,cierto,cierto,cierto,cierto
49574,julio,julio,julio,julio
49575,escriviese,escribiese,escribiese,escribiese
49576,esa,ésa,esa,esa
49577,las,las,las,las
49578,verdad,verdad,verdad,verdad
49579,ai,hay,hay,hay
49580,cosas,cosas,cosas,cosas
49581,pueda,pueda,pueda,pueda
49582,conqe,conque,conque,conque
49583,segunda,segunda,segunda,segunda
49584,contra,contra,contra,contra
49585,que,que,que,que
49586,rezibido,recibido,recibido,recibido
49587,medte,mediante,mediante,mediante
49588,el,el,el,el
49589,22,febrero,22,febrero
49590,es,es,es,es
49591,yo,como,yo,como
49592,sr,señor,señor,señor
49593,forçado,forzado,अ,forzado
49594,aora,ahora,ahora,ahora
49595,tiene,tiene,tiene,tiene
49596,bea,vea,vea,vea
49597,de,de,de,de
49598,para,para,para,para
49599,sta,santa,santa,santa
49600,es,es,es,es
49601,çiçilia,sicilia,अ,sicilia
49602,los,los,los,los
49603,es,es,es,es
49604,murio,murió,murió,muri
49605,y,y,y,y
49606,y,y,y,y
49607,no,no,no,no
49608,amo,amo,amo,amo
49609,bastante,bastante,bastante,bastante
49610,sacar,sacar,sacar,sacar
49611,a,haré,a,har
49612,por,por,por,por
49613,pena,pena,pena,pena
49614,a,a,a,a
49615,ningun,ningún,ningún,ningn
49616,q,que,que,que
49617,de,de,de,de
49618,a,a,a,a
49619,razon,razón,razón,razn
49620,dios,dios,dios,dios
49621,por,por,por,por
49622,siendo,siendo,siendo,siendo
49623,otra,otra,otra,otra
49624,aqui,aquí,aquí,aqu
49625,tu,tu,tu,tu
49626,abra,bien,habrá,bien
49627,haca,por,por,por
49628,ni,ni,ni,ni
49629,y,y,y,y
49630,que,y,que,y
49631,un,un,un,un
49632,quisieran,quisieran,quisieran,quisieran
49633,apelazion,apelación,apelación,apelacin
49634,q,que,que,que
49635,todas,todas,todas,todas
49636,en,en,en,en
49637,prudencia,prudencia,prudencia,prudencia
49638,se,se,se,se
49639,xptobal,cristóbal,अ,cristbal
49640,reales,reales,reales,reales
49641,a,«a,a,aa
49642,las,las,las,las
49643,afecto,afecto,afecto,afecto
49644,estoi,estoy,estoy,estoy
49645,no,no,no,no
49646,a,a,a,a
49647,tener,tener,tener,tener
49648,a,a,a,a
49649,lo,lo,lo,lo
49650,ni,ni,ni,ni
49651,y,y,y,y
49652,entera,entera,entera,entera
49653,estube,estuve,estuve,estuve
49654,el,el,el,el
49655,y,y,y,y
49656,yacobme,jácome,अ,jacome
49657,as,años,años,años
49658,tu,tu,tu,tu
49659,vm,vm,vm,vm
49660,lariosmi,muy,estimado,muy
49661,la,la,la,la
49662,que,que,que,que
49663,escribir,escribir,escribir,escribir
49664,y,y,y,y
49665,con,con,con,con
49666,esta,esta,esta,esta
49667,y,y,y,y
49668,postre,postré,postre,postr
49669,doña,doña,doña,doña
49670,seguridad,más,seguridad,mas
49671,e,he,he,he
49672,ver,ver,ver,ver
49673,sentimiento,sentimiento,sentimiento,sentimiento
49674,y,y,y,y
49675,el,el,el,el
49676,bida,vida,vida,vida
49677,confesionario,el,el,el
49678,sin,sin,sin,sin
49679,yó,y,yo,y
49680,y,y,y,y
49681,de,de,de,de
49682,yo,yo,yo,yo
49683,3,3,3,y
49684,santo,santo,santo,santo
49685,persona,persona,persona,persona
49686,ninguna,ninguna,ninguna,ninguna
49687,en,en,en,en
49688,de,no,de,no
49689,tenia,tenía,tenía,tena
49690,sr,señor,señor,señor
49691,y,y,y,y
49692,hallarse,hallarse,hallarse,hallarse
49693,de,de,de,de
49694,enbiaren,enviaren,अ,enviaren
49695,tenian,tenían,tenían,tenan
49696,te,te,te,te
49697,a,a,a,a
49698,que,que,que,que
49699,estoi,yo,estoy,yo
49700,de,de,de,de
49701,cuenta,cuenta,cuenta,cuenta
49702,santos,de,santos,de
49703,que,que,que,que
49704,mi,mi,mi,mi
49705,y,y,y,y
49706,y,y,y,y
49707,merçd,merced,merced,merced
49708,para,para,para,para
49709,caso,caso,caso,caso
49710,los,los,los,los
49711,devo,debo,debo,debo
49712,bino,vino,vino,vino
49713,medios,medios,medios,medios
49714,poco,poco,poco,poco
49715,quando,cuando,cuando,cuando
49716,refugiado,refugiado,अ,refugiado
49717,ame,hame,ame,hame
49718,nueba,una,nueva,una
49719,se,se,se,se
49720,pida,pida,pida,pida
49721,a,a,a,a
49722,le,que,le,que
49723,horden,orden,orden,orden
49724,de,de,de,de
49725,a,a,a,a
49726,i,y,y,y
49727,esten,estén,estén,estn
49728,a,a,a,a
49729,del,del,del,del
49730,alo,alonso,alonso,alonso
49731,porqe,desmerecido,porque,desmerecido
49732,mi,en,mi,en
49733,lisensiado,licenciado,अ,licenciado
49734,mientras,mientras,mientras,mientras
49735,buenos,buenos,buenos,buenos
49736,el,el,el,el
49737,es,si,es,si
49738,palabra,palabra,palabra,palabra
49739,no,no,no,no
49740,q,que,que,que
49741,qu,ya,que,ya
49742,io,y,yo,y
49743,guadalajara,guadalajara,guadalajara,guadalajara
49744,echaba,echaba,अ,echhba
49745,morias,morías,अ,moras
49746,llamado,llamado,llamado,llamado
49747,no,no,no,no
49748,antes,antes,antes,antes
49749,mucho,mucho,mucho,mucho
49750,la,la,la,la
49751,todo,todo,todo,todo
49752,una,remitió,una,remiti
49753,diera,me,diera,me
49754,que,que,que,que
49755,si,si,si,si
49756,de,confianza,de,confianza
49757,su,su,su,su
49758,todo,todo,todo,todo
49759,ovra,obra,obra,obra
49760,en,en,en,en
49761,de,de,de,de
49762,y,y,y,y
49763,vuelto,ha,vuelto,ha
49764,honbre,hombre,hombre,hombre
49765,qtos,cuantos,cuartos,cuantos
49766,tantas,tantas,tantas,tantas
49767,por,por,por,por
49768,es,es,es,es
49769,estoy,estoy,estoy,estoy
49770,lo,lo,lo,lo
49771,sea,sea,sea,sea
49772,no,no,no,no
49773,al,al,al,al
49774,si,si,si,si
49775,camino,camino,camino,camino
49776,tiempo,perder,tiempo,perder
49777,conviniere,conviniere,conviniere,conviniere
49778,ayuntamto,ayuntamiento,ayuntamiento,aauntamiento
49779,a,a,a,a
49780,hir,ir,ir,ir
49781,mil,mil,mil,mil
49782,como,como,como,como
49783,ssecreto,secreto,secreto,secreto
49784,que,que,que,que
49785,todo,todo,todo,todo
49786,dios,dios,dios,dios
49787,partes,partes,partes,partes
49788,real,real,real,real
49789,q,que,que,que
49790,que,que,que,que
49791,nunca,nunca,nunca,nunca
49792,de,de,de,de
49793,me,suplico,me,suplico
49794,a,a,a,a
49795,de,de,de,de
49796,ju,juan,juan,juan
49797,livertad,libertad,libertad,livertad
49798,otra,otra,otra,otra
49799,es,es,es,es
49800,porque,porque,porque,porque
49801,lo,lo,lo,lo
49802,presentarnos,presentarnos,अ,presentarnos
49803,aun,aún,aun,aan
49804,quien,quien,quien,quien
49805,otros,otros,otros,otros
49806,en,en,en,en
49807,gomez,gómez,gómez,gumez
49808,lo,lo,lo,lo
49809,informaciones,informaciones,informaciones,informaciones
49810,estan,están,están,estn
49811,por,por,por,por
49812,de,de,de,de
49813,pero,pero,pero,pero
49814,puta,puta,puta,puta
49815,querido,querido,querido,querido
49816,y,y,y,y
49817,me,me,me,me
49818,valgano,valgano,अ,valgano
49819,porq,porque,porque,porque
49820,fuera,fuera,fuera,fuera
49821,con,con,con,con
49822,amen,criaturas,amén,criaturas
49823,me,me,me,me
49824,una,una,una,una
49825,es,es,es,es
49826,esta,ésta,esta,esta
49827,dizen,dicen,dicen,dicen
49828,veros,veros,veros,veros
49829,se,se,se,se
49830,los,los,los,los
49831,egercito,ejército,अ,ejrcito
49832,si,si,si,si
49833,para,para,para,para
49834,de,casa,de,casa
49835,yo,yo,yo,yo
49836,de,de,de,de
49837,retirandome,retirándome,अ,retirndome
49838,con,con,con,con
49839,quedab,quedaba,अ,quedaba
49840,vmd,vm,vm,vm
49841,que,que,que,que
49842,la,la,la,la
49843,lo,lo,lo,lo
49844,que,azúcar,que,azccar
49845,miran,se,miran,se
49846,ojos,ojos,ojos,ojos
49847,myl,mil,mil,mil
49848,de,de,de,de
49849,por,por,por,por
49850,con,vida,con,vida
49851,el,el,el,el
49852,estuviere,estuviere,estuviere,estuviere
49853,sino,cansada,sino,cansada
49854,informado,informado,informado,informado
49855,anq,aunque,aunque,aunque
49856,juan,juan,juan,juan
49857,ay,hay,hay,hay
49858,ora,hora,hora,hora
49859,llebe,lleve,lleve,lleve
49860,que,brutos,que,brutos
49861,pa,para,para,para
49862,que,que,que,que
49863,i,y,y,y
49864,pense,pensé,pensé,pense
49865,pueda,pueda,pueda,pueda
49866,cortár,cortar,अ,cortar
49867,lopezdos,lópezdos,अ,lopezdos
49868,con,con,con,con
49869,rastro,rastro,rastro,rastro
49870,yo,yo,yo,yo
49871,malicas,malicas,अ,malicas
49872,sin,sin,sin,sin
49873,ell,el,el,el
49874,estoy,le,estoy,le
49875,mayorasgo,mayorazgo,mayorazgo,mayorazgo
49876,se,se,se,se
49877,y,y,y,y
49878,a,rogar,a,rogar
49879,parara,parará,parará,parar
49880,conozida,conocida,conocida,conocida
49881,señor,señor,señor,señor
49882,q,que,que,que
49883,amable,la,amable,la
49884,me,me,me,me
49885,honrrada,honrada,honrada,honrada
49886,es,es,es,es
49887,ju,juan,juan,juan
49888,hubiera,lo,hubiera,lo
49889,a,a,a,a
49890,q,que,que,que
49891,que,que,que,que
49892,u,usted,usted,usted
49893,con,con,con,con
49894,que,que,que,que
49895,harian,harían,harían,haran
49896,rresponda,responda,responda,responda
49897,motiba,le,motiva,le
49898,de,de,de,de
49899,de,de,de,de
49900,a,lleváramos,a,llevramos
49901,dios,dios,dios,dios
49902,dice,dice,dice,dice
49903,lo,por,lo,por
49904,me,me,me,me
49905,para,para,para,para
49906,que,que,que,que
49907,por,por,por,por
49908,mas,más,más,mas
49909,acomodase,le,acomodase,le
49910,a,a,a,a
49911,y,y,y,y
49912,lo,todo,lo,todo
49913,de,de,de,de
49914,juez,juez,juez,juez
49915,que,que,que,que
49916,me,me,me,me
49917,sea,sea,sea,sea
49918,los,los,los,los
49919,avia,había,había,haba
49920,en,en,en,en
49921,le,le,le,le
49922,que,que,que,que
49923,aun,aun,aun,aun
49924,abraços,abrazos,abrazos,aarazos
49925,buestro,vuestro,vuestro,vuestro
49926,ynquisydores,inquisidores,अ,inquisidores
49927,no,no,no,no
49928,tropiezo,tropiezo,अ,tropiezo
49929,puede,si,puede,si
49930,alguna,alguna,alguna,alguna
49931,christobal,cristóbal,cristóbal,cristbal
49932,conozimiento,conocimiento,conocimiento,conocimiento
49933,a,ha,a,ha
49934,se,cantón,se,cantn
49935,a,a,a,a
49936,quando,cuando,cuando,cuando
49937,lo,lo,lo,lo
49938,la,la,la,la
49939,un,un,un,un
49940,un,un,un,un
49941,estender,en,extender,en
49942,pararme,pararme,pararme,pararme
49943,esta,está,esta,est
49944,diçe,dice,dice,dice
49945,y,y,y,y
49946,fue,fue,fue,fue
49947,prendas,prendas,prendas,prendas
49948,y,y,y,y
49949,de,de,de,de
49950,no,no,no,no
49951,se,villa,se,villa
49952,aviste,avisté,अ,avist
49953,dn,manuel,don,manuel
49954,benir,venir,venir,venir
49955,biscochos,bizcochos,अ,vizcochos
49956,subteniente,subteniente,अ,subteniente
49957,cabian,cabían,अ,caban
49958,de,febrero,de,febrero
49959,en,en,en,en
49960,dho,tengo,dicho,tengo
49961,suplicarle,suplicarle,suplicarle,suplicarle
49962,porque,porque,porque,porque
49963,fio,fío,fío,fio
49964,q,que,que,que
49965,el,el,el,el
49966,anteriores,anteriores,anteriores,anteriores
49967,manos,manos,manos,manos
49968,en,en,en,en
49969,no,no,no,no
49970,mejores,los,mejores,los
49971,pa,para,para,para
49972,demas,demás,demás,dems
49973,enbuste,embuste,अ,emvuste
49974,su,su,su,su
49975,puedo,puedo,puedo,puedo
49976,de,de,de,de
49977,a,a,a,a
49978,de,de,de,de
49979,de,de,de,de
49980,variacion,variación,variación,varíacin
49981,spiritu,espíritu,espíritu,espritu
49982,aviendo,habiendo,habiendo,habiendo
49983,vm,vm,vm,vm
49984,offo,oficio,oficio,oficio
49985,e,he,he,he
49986,su,su,su,su
49987,no,no,no,no
49988,ha,ha,ha,ha
49989,hablamos,hablamos,hablamos,hablamos
49990,verda,verdad,अ,verdad
49991,a,a,a,a
49992,yo,yo,yo,yo
49993,me,me,me,me
49994,en,en,en,en
49995,remitire,remitiré,remitiré,remitir
49996,yerro,yerro,yerro,yerro
49997,mi,de,mi,de
49998,encontrar,podido,encontrar,podido
49999,quando,llorando,cuando,llorando
50000,esta,ésta,esta,esta
50001,a,a,a,a
50002,la,la,la,la
50003,de,de,de,de
50004,cta,cuenta,cuenta,cuenta
50005,combeniente,conveniente,conveniente,conveniente
50006,con,con,con,con
50007,les,les,les,les
50008,se,se,se,se
50009,91,91jesús,25,16jess
50010,juan,juan,juan,juan
50011,la,la,la,la
50012,para,para,para,para
50013,su,su,su,su
50014,a,que,a,que
50015,modo,este,modo,este
50016,dios,a,dios,a
50017,que,que,que,que
50018,la,la,la,la
50019,cuerpo,cuerpo,cuerpo,cuerpo
50020,principio,principio,principio,principio
50021,pasado,pasado,pasado,pasado
50022,a,a,a,a
50023,duccados,ducados,ducados,ducados
50024,dios,dios,dios,dios
50025,que,que,que,que
50026,huerfanos,huérfanos,huérfanos,hurfanos
50027,los,los,los,los
50028,ha,ha,ha,ha
50029,vm,vm,vm,vm
50030,ell,el,el,el
50031,que,que,que,que
50032,yo,yo,yo,yo
50033,esta,esta,esta,esta
50034,los,los,los,los
50035,saber,saber,saber,saber
50036,a,a,a,a
50037,ella,ella,ella,ella
50038,me,me,me,me
50039,ya,ya,ya,ya
50040,vido,habido,habido,habido
50041,da,da,da,da
50042,condesa,condesa,condesa,condesa
50043,tal,vm,tal,vm
50044,abstenerse,abstenerse,अ,aastenerse
50045,cosa,cosa,cosa,cosa
50046,biene,que,viene,que
50047,otro,otro,otro,otro
50048,muero,muero,muero,muero
50049,de,de,de,de
50050,el,el,el,el
50051,que,que,que,que
50052,inconveniente,inconveniente,inconveniente,inconveniente
50053,me,me,me,me
50054,que,cariñosos,que,cariñosos
50055,es,¡tal,es,aaal
50056,su,su,su,su
50057,la,la,la,la
50058,vmd,vm,vm,vm
50059,menester,menester,menester,menester
50060,mucho,mucho,mucho,mucho
50061,persona,persona,persona,persona
50062,lo,lo,lo,lo
50063,conde,conde,conde,conde
50064,hasta,hasta,hasta,hasta
50065,señalandome,haré,अ,har
50066,con,y,con,y
50067,constituya,constituya,अ,constituya
50068,supuesto,supuesto,supuesto,supuesto
50069,mano,mano,mano,mano
50070,le,le,le,le
50071,mano,mano,mano,mano
50072,o,o,o,o
50073,cuenta,cuenta,cuenta,cuenta
50074,flaqueça,flaqueza,अ,flaqueza
50075,alibio,mi,alivio,mi
50076,estimado,y,estimado,y
50077,ygualdad,igualdad,igualdad,igualdad
50078,q,que,que,que
50079,copia,copia,copia,copía
50080,pa,para,para,para
50081,y,y,y,y
50082,huviere,hubieren,hubiere,hubieren
50083,escribir,escribir,escribir,escribir
50084,las,las,las,las
50085,as,has,años,has
50086,quiere,quiere,quiere,quiere
50087,contener,procuró,para,procur
50088,tio,el,tío,el
50089,propio,propio,propio,propio
50090,te,te,te,te
50091,su,su,su,su
50092,franco,francisco,francisco,francisco
50093,adbertida,advertida,अ,advertida
50094,otros,otros,otros,otros
50095,en,en,en,en
50096,a,a,a,a
50097,por,misas,por,misas
50098,corral,corral,corral,corral
50099,me,me,me,me
50100,y,y,y,y
50101,se,se,se,se
50102,que,que,que,que
50103,dispuesto,dispuesto,dispuesto,dispuesto
50104,ni,ni,ni,ni
50105,saque,saque,saque,saque
50106,con,con,con,con
50107,pr,por,por,por
50108,todos,todos,todos,todos
50109,vm,vm,vm,vm
50110,de,de,de,de
50111,aunque,aunque,aunque,aunque
50112,orden,orden,orden,orden
50113,q,que,que,que
50114,tenydo,tenido,tenido,tenido
50115,eso,eso,eso,eso
50116,considerable,considerable,considerable,considerable
50117,humildes,humildes,humildes,humildes
50118,que,que,que,que
50119,y,y,y,y
50120,mi,mi,mi,mi
50121,ge,guarde,guarde,guarde
50122,hyjo,hijo,hijo,hijo
50123,mi,mi,mi,mi
50124,a,a,a,a
50125,cargado,cargado,cargado,cargado
50126,sa,andrea,señora,andrea
50127,parte,parte,parte,parte
50128,de,de,de,de
50129,me,me,me,me
50130,q,que,que,que
50131,tierra,tierra,tierra,tierra
50132,ocasion,ocasión,ocasión,ocasin
50133,su,de,su,de
50134,q,que,que,que
50135,no,no,no,no
50136,gjara,guadalajara,अ,guadalajara
50137,sinmediatamente,inmediatamente,अ,inmediatamente
50138,deshonrra,deshonra,अ,deshonra
50139,mi,mi,mi,mi
50140,lo,lo,lo,lo
50141,virje,virgen,अ,virgen
50142,dubio,dubio,dubio,dubio
50143,el,el,el,el
50144,de,de,de,de
50145,quando,cuando,cuando,cuando
50146,antonya,antonia,अ,antonía
50147,veynte,veinte,veinte,veinte
50148,los,los,los,los
50149,se,se,se,se
50150,como,como,como,como
50151,ella,ella,ella,ella
50152,he,he,he,he
50153,buelto,vuelto,vuelto,vuelto
50154,q,demás,que,dems
50155,enbiare,le,enviaré,le
50156,es,es,es,es
50157,traxere,trajere,अ,trajere
50158,s,san,su,san
50159,agora,ahora,ahora,ahora
50160,una,una,una,una
50161,nos,nos,nos,nos
50162,suplico,suplico,suplico,suplico
50163,vmd,de,vm,de
50164,en,en,en,en
50165,ynbierno,invierno,invierno,invierno
50166,hyjos,hijos,hijos,hijos
50167,noe,noé,अ,no
50168,era,era,era,era
50169,nunca,nunca,nunca,nunca
50170,vmd,vm,vm,vm
50171,señor,del,señor,del
50172,me,me,me,me
50173,que,y,que,y
50174,eternizaros,eternizaros,अ,eternizaros
50175,a,a,a,a
50176,esqusadas,cosas,अ,cosas
50177,daria,daría,daría,dara
50178,en,en,en,en
50179,y,y,y,y
50180,con,con,con,con
50181,cartas,cartas,cartas,cartas
50182,tacto,tacto,अ,tacto
50183,cargos,cargos,cargos,cargos
50184,todo,todo,todo,todo
50185,cama,cama,cama,cama
50186,referir,referir,referir,referir
50187,despues,después,después,despus
50188,en,en,en,en
50189,para,para,para,para
50190,combersazion,en,अ,en
50191,no,que,no,que
50192,nuestra,de,nuestra,de
50193,16,16,16,16
50194,ademas,además,además,adems
50195,obpo,obispo,obispo,obispo
50196,sevillanas,señoras,अ,señoras
50197,concedidas,concedidas,अ,concedidas
50198,dare,daré,daré,dar
50199,que,a,que,a
50200,dia,día,día,daa
50201,en,en,en,en
50202,sois,sois,sois,sois
50203,amigo,amigo,amigo,amigo
50204,señor,señor,señor,señor
50205,bida,vida,vida,vida
50206,creame,créame,créame,crame
50207,part,parte,parte,parte
50208,al,al,al,al
50209,seis,oposiciones,seis,oposiciones
50210,salsa,salsa,अ,salsa
50211,a,a,a,a
50212,esto,esto,esto,esto
50213,querida,querida,querida,querida
50214,él,él,él,el
50215,1676sro,1676servidor,अ,16servidor
50216,dios,dios,dios,dios
50217,puerto,puerto,puerto,puerto
50218,besar,besar,besar,vesar
50219,a,a,a,a
50220,las,las,las,las
50221,y,y,y,y
50222,govierno,gobierno,gobierno,gobierno
50223,es,es,es,es
50224,aceite,aceite,अ,aceite
50225,a,ha,a,ha
50226,q,que,que,que
50227,lo,lo,lo,lo
50228,mas,más,más,mas
50229,su,su,su,su
50230,pude,pude,pude,pude
50231,ettca,etc,अ,etc
50232,me,me,me,me
50233,que,que,que,que
50234,fuera,fuera,fuera,fuera
50235,a,vm,a,vm
50236,mas,más,más,mas
50237,pr,por,por,por
50238,la,para,la,para
50239,vs,vsa,vsa,vsa
50240,esta,está,esta,est
50241,a,a,a,a
50242,de,de,de,de
50243,santa,santa,santa,santa
50244,la,a,la,a
50245,conque,conque,conque,conque
50246,los,los,los,los
50247,comandte,comandante,comandante,comandante
50248,la,la,la,la
50249,comcluya,concluya,अ,concluia
50250,mucha,con,mucha,con
50251,que,que,que,que
50252,a,estimaría,a,estimara
50253,si,si,si,si
50254,a,reales,a,reales
50255,de,de,de,de
50256,es,es,es,es
50257,precios,precios,precios,precios
50258,pues,pues,pues,pues
50259,no,por,no,por
50260,gastar,gastar,gastar,gastar
50261,vmd,vm,vm,vm
50262,tengo,tengo,tengo,tengo
50263,entendido,entendido,entendido,entendido
50264,save,sabe,sabe,sabe
50265,en,en,en,en
50266,y,y,y,y
50267,aga,haga,haga,haga
50268,de,de,de,de
50269,tienpo,tiempo,tiempo,tiempo
50270,con,pediré,con,pedir
50271,y,y,y,y
50272,señor,señor,señor,señor
50273,hazer,hacer,hacer,hacer
50274,del,del,del,del
50275,media,media,media,medía
50276,los,de,los,de
50277,me,madre,me,madre
50278,de,de,de,de
50279,tu,que,tu,que
50280,estima,estima,estima,estima
50281,q,que,que,que
50282,hes,es,es,es
50283,mill,mil,mil,mil
50284,del,del,del,del
50285,misericordia,misericordia,misericordia,misericordia
50286,ldo,licenciado,licenciado,licenciado
50287,lo,lo,lo,lo
50288,mi,mí,mi,me
50289,que,mira,que,mira
50290,lo,lo,lo,lo
50291,muchos,hay,muchos,hay
50292,porque,porque,porque,porque
50293,darle,darle,darle,darle
50294,a,a,a,a
50295,enbiado,enviado,enviado,enviado
50296,a,a,a,a
50297,dara,no,dará,no
50298,prima,prima,prima,prima
50299,por,por,por,por
50300,la,la,la,la
50301,importançia,importancia,importancia,importancia
50302,en,en,en,en
50303,no,no,no,no
50304,que,que,que,que
50305,disponer,disponer,disponer,disponer
50306,el,venir,el,venir
50307,todo,todo,todo,todo
50308,no,no,no,no
50309,parte,parte,parte,parte
50310,nohe,la,la,la
50311,puede,puede,puede,puede
